Field_ID,area_m2,annual_et_ensemble_mm,annual_et_ssebop_mm,annual_et_eemetric_mm,annual_et_sims_mm,annual_et_pt_jpl_mm,annual_et_geesebal_mm,annual_et_disalexi_mm,annual_gridmet_precip_mm,annual_gridmet_precip_eff_mm,annual_tmmx_K,annual_tmmn_K,annual_eto_mm,annual_etr_mm,annual_vpd_kPa,annual_vs_mps,annual_rmax,annual_rmin,annual_daymet_precip_mm,annual_daymet_precip_eff_mm,annual_ndvi,YEAR,eff_factor,HSG,soil_depth_mm,ksat_mean_micromps,elevation_m
15,241159.81643217197,869.4756357166311,838.7509664163698,896.1172514588914,872.6247444953985,794.7284926022814,936.0822910157704,784.8062613189866,228.9999998807907,212.86095856358324,289.0666809082031,273.3555603027344,1139.0999966189263,1537.100006006658,307.5099997613579,3.2300546169281006,95.3000030517578,34.18000030517578,,180.7433855419901,0.8226035352859014,2016,0.9295238370060748,6.0,1567.0847080550175,10.653082416987656,1258.6019699216265
533,35025.429939066824,869.421589336441,843.018136790735,885.4607036200746,915.3696554738148,813.307961249909,903.9965037511836,767.5864229004297,196.00000086426732,182.18667285654772,288.0666809082031,273.7535705566406,1189.6000007763505,1633.299998857081,291.27000025101006,4.075956344604492,93.4800033569336,34.599998474121094,,220.24137712425787,0.8092532235697879,2016,0.9295238370060748,6.0,1520.0,7.379270104840492,1312.1712045306028
999,486539.6996350685,828.9404318728699,843.3620055076693,829.2888209059745,881.8404636235839,775.3693192289262,865.2954659140565,781.7137381066458,211.800000756979,196.87314938151664,289.51666259765625,273.8545227050781,1155.1999980434775,1566.2000011727214,314.3600001484156,3.199726819992065,92.9749984741211,33.025001525878906,,187.5048062342816,0.751265267414535,2016,0.9295238370060748,5.0,1548.6680581514295,8.335219800189556,1255.6776241334478
1075,541044.8893508747,637.9293314975419,733.7574862907078,622.9140915908454,580.9100178374566,560.0055688823912,703.4550207472806,633.2690475176602,210.86095239313624,196.0002815432213,289.4645060566738,273.6794257460657,1158.7996772619017,1571.677776500812,312.794921520936,3.225169999818536,92.8902261841246,32.790237388457946,,191.13654789819105,0.6811815690177235,2016,0.9295238370060748,5.0,1579.9293579428304,7.126173212413442,1256.5688982898466
1087,253510.1103783565,723.8030754967948,745.0738340924661,700.6857793542664,829.4200592526904,718.9778205489943,675.99398403805,713.5710830746904,281.6999997496605,261.8468646519147,289.1000061035156,273.1000061035156,1135.999998025596,1533.300000704825,305.13999969884753,3.280327796936035,96.36666870117188,33.76666641235352,,181.59391194643277,0.7627913230333592,2016,0.9295238370060748,3.0,1630.3696014383092,8.44405626801338,1257.8722921914348
1101,527843.5443314362,861.861593484933,835.6217394456394,910.6790362726862,944.2506822800738,787.3975351006502,881.3991880331562,673.9652690848458,200.1653693767801,186.05848217884463,288.1618358467609,273.7898845052481,1182.200842273829,1621.6526282690131,284.08646811124913,4.179651187805835,94.95832331865223,35.50199313047259,,225.1960302898485,0.865948689409408,2016,0.9295238370060748,7.0,1303.4934034963767,7.773082084842143,1315.356236076411
1102,463247.1122324317,894.6059629819313,861.2064630177267,931.438946620628,945.3922305074292,811.5956263388903,908.820950838992,779.9350999796244,196.00000086426732,182.18667285654772,288.0666809082031,273.7535705566406,1189.6000007763505,1633.299998857081,291.27000025101006,4.075956344604492,93.4800033569336,34.599998474121094,,220.24154538279748,0.8446547480890872,2016,0.9295238370060748,7.0,1520.0,8.037529178232473,1312.3804514839264
1113,521451.4070616471,690.9701599661781,652.1118780048961,692.460047783382,689.8178524196047,634.0906950220729,787.1844625352719,631.2955441504685,214.0999993681908,199.0110529157189,289.3599853515625,274.0916748046875,1143.599998138845,1542.8999997973442,314.1899996791035,3.1273224353790283,93.1999969482422,33.728572845458984,,176.28950696021047,0.6289104670562345,2016,0.9295238370060748,5.0,1503.0997186923996,7.385126758023878,1250.4141347586433
1210,232631.8247771436,725.0796480489669,737.5766422559844,786.136036725325,707.5709488284581,690.011826429118,777.7054104273694,613.8982183845231,196.2067223441563,182.3788253997244,288.2200121982253,273.84461197398093,1185.8615273032494,1628.037541670525,285.66779896720834,4.200876065167797,95.10071638521951,35.41610068703678,,226.387445914548,0.8385059216886624,2016,0.9295238370060748,7.0,1429.2544056039997,8.218395735830493,1317.792370375239
1211,390655.0610428705,752.0961391549624,720.8384948384947,821.7207367795605,761.6534432310987,736.4359562006617,798.0427546309901,611.4764581823404,213.9000000655651,198.8251487965437,287.9599914550781,273.6000061035156,1169.4999986439943,1599.5000021755695,278.59999883919954,4.106010913848877,94.46428680419922,35.79999923706055,,227.2999541841369,0.7331951054069753,2016,0.9295238370060748,7.0,1027.2331119866133,6.640626956651105,1316.106787495756
1254,535213.1855490814,869.8379847597334,849.0701234260422,905.5958168294304,887.216740345516,764.8261977403027,908.090191533079,842.6045289742273,214.00000128149983,198.91810231048467,289.3599853515625,274.1100158691406,1151.09999833256,1556.700000487268,316.7299995608628,3.139617443084717,93.25,33.380001068115234,,175.47958320877987,0.7931732595239807,2016,0.9295238370060748,5.0,1675.6293493350408,6.68931362742253,1250.6975928720271
1310,496627.54013356497,837.0050231898799,840.2276614431655,855.102384731147,901.1487182647912,778.2274046338667,816.9775651396782,841.4204995454479,218.53400799785948,203.13256963048497,288.9257509548417,273.35696955645653,1160.3842752479657,1580.9306575646342,309.38434955120954,3.4384354743114938,94.6860980004666,33.53883205511334,,203.32678181521203,0.8328271232650575,2016,0.9295238370060748,5.0,1614.414264414445,6.977571789445949,1255.6407651294903
1312,153628.6730082582,791.4743696222716,763.6219062489616,827.146556592804,875.769525929371,760.711853426796,763.2600411946448,769.7666356599447,219.60000002384183,204.1234346286956,289.0599975585937,273.3727111816406,1153.0999973788855,1565.0000054314733,308.6499998215586,3.3775956630706787,95.1500015258789,33.45000076293945,,203.40394900476275,0.7920404321971888,2016,0.9295238370060748,5.0,1574.0267944335938,8.037225723266602,1256.016946055058
1313,149712.9081095002,813.2889912168497,813.9019698132512,830.9751172507887,871.4644495608425,769.2715442994798,796.9314232113929,822.6508911059943,219.60000002384183,204.1234346286956,289.0599975585937,273.3727111816406,1153.0999973788855,1565.0000054314733,308.6499998215586,3.3775956630706787,95.1500015258789,33.45000076293945,,201.86469185221455,0.7908547112091303,2016,0.9295238370060748,5.0,1576.0519829187883,7.988422670030808,1254.3370148795827
1329,394752.371362448,665.8133530563069,669.7014230254949,718.1800130481681,713.8533880240291,675.7029345459946,643.3732551304494,596.0840767128949,231.5000001490116,215.18476840541612,288.8999938964844,273.8666687011719,1183.9000016003847,1621.5999987497926,307.52999936044216,3.49316930770874,90.625,32.849998474121094,,239.5001911458031,0.7188642729112285,2016,0.9295238370060748,5.0,1577.617716461822,6.820459326604071,1262.0299166828136
1360,487480.61789371504,779.1907673093275,775.4758083983169,809.3502324702723,827.5336157169029,765.6705953967742,790.3301550151659,679.4887018398213,235.0000005364418,218.438102195063,289.3625183105469,273.6083374023437,1146.599998869002,1549.5999979302287,309.4499992337078,3.220491886138916,94.4000015258789,33.20000076293945,,184.27376064341536,0.7967535326320749,2016,0.9295238370060748,5.0,1667.2563394490496,6.274681712190631,1250.4542730602511
1422,475512.89615880087,836.3428122612777,898.1464284561504,830.1589307424973,878.836668047538,759.0508053323005,847.7668517263272,752.4005196733482,210.5999990105629,195.757719153774,289.45001220703125,273.6307678222656,1159.7999968454242,1573.200002677739,312.3599997665733,3.232240438461304,92.86666870117188,32.724998474121094,,192.3658677037632,0.8594748741619314,2016,0.9295238370060748,5.0,1651.626037291202,6.436135359581152,1255.4284968769005
1431,499933.3844560775,829.834110582707,876.7557269883852,818.3224160084354,885.9384257765892,753.892580894511,854.0866560530748,742.0197904242192,210.5999990105629,195.757719153774,289.45001220703125,273.6307678222656,1159.7999968454242,1573.200002677739,312.3599997665733,3.232240438461304,92.86666870117188,32.724998474121094,,191.735235687069,0.8123208841635882,2016,0.9295238370060748,5.0,1611.5701435031633,7.324060622605591,1256.5593296707234
1439,306897.0254728699,769.9776111927346,729.5623998263658,809.0639942567117,845.1566860343607,724.7611610124217,796.6751702951786,660.3338119406973,211.800000756979,196.87314938151664,289.51666259765625,273.8545227050781,1155.1999980434775,1566.2000011727214,314.3600001484156,3.199726819992065,92.9749984741211,33.025001525878906,,186.7547484495533,0.7920367054387987,2016,0.9295238370060748,5.0,1525.5946702164238,9.13090355812196,1255.6668698236713
1446,570321.90053172,849.0668502652891,838.2253006689513,870.7284702161393,893.2590762263738,753.0123996459804,866.3369199459081,798.5059190339051,214.05925185067107,198.97317712688545,289.3225124863174,273.8689800044574,1152.5877378499113,1560.1282637874106,314.29645921730804,3.17522845757025,92.73848373550253,33.02205781719375,,186.8249462427152,0.7789248026815354,2016,0.9295238370060748,5.0,1380.98442873577,10.536428092839472,1255.2984782335302
1448,63942.51948873101,652.4127615146768,571.5594506685941,634.2043528892099,789.0766975866361,669.753684295065,634.7860498735089,539.4621531542384,215.0000002682209,199.84762520562376,289.2416687011719,273.875,1151.4999970272183,1557.600002385676,314.2700008787215,3.165027379989624,92.63999938964844,33.02083206176758,,186.6519743820077,0.703514163500716,2016,0.9295238370060748,7.0,1022.3580932617188,6.141790390014648,1255.9798295113449
1452,512318.8327726122,815.8761692182192,777.2921982053214,823.4447608513958,851.3326177028263,757.1728416069025,868.201358269982,755.5424672068382,214.00000128149983,198.91810231048467,289.3599853515625,274.1100158691406,1151.09999833256,1556.700000487268,316.7299995608628,3.139617443084717,93.25,33.380001068115234,,176.44988673796718,0.7081087409271987,2016,0.9295238370060748,5.0,1695.5174351661892,7.909616583112919,1250.0704457980275
1460,533087.5597066598,782.1054808338939,774.244692093381,808.48661735037,843.2662069959642,748.3307810548565,824.8445191661067,690.5710058603137,211.800000756979,196.87314938151664,289.51666259765625,273.8545227050781,1155.1999980434775,1566.2000011727214,314.3600001484156,3.199726819992065,92.9749984741211,33.025001525878906,,184.43611949108976,0.7501296109396165,2016,0.9295238370060748,5.0,1660.1260582187583,6.547517373106205,1252.6661558342978
1483,406944.8801564477,730.3269538686534,786.2181058285105,651.2854432215039,313.7758620689655,677.0571945484573,863.8037179923602,703.4148543187463,226.52381794796975,210.5592884322629,289.3191484793027,274.42408174328426,1157.5660979391118,1567.1138287455274,317.72373741571835,3.1509614694839465,90.9187982745978,32.74700358364943,,177.12470099061008,0.7606875529518606,2016,0.9295238370060748,5.0,1663.8176467582946,6.871606604670785,1251.245764741473
1508,501505.0026190173,816.97683692169,814.5263368039555,839.2624927055496,899.9844061473491,699.844461848746,824.2900785241142,781.2841201101581,278.97515184737586,259.3140535745288,289.04272121447104,274.1093606871036,1126.1806389428743,1512.5408539139237,307.93777493574373,3.062096079782485,92.63231139553712,33.217035476411326,,171.08952182955733,0.8140906560502997,2016,0.9295238370060748,5.0,1596.7955302983748,25.9345170527342,1257.260723977267
1509,792253.5991435826,752.2594356895411,794.8174951148611,698.2995667376339,3.8684174648079352,695.6894510173719,796.2724335604959,749.4238647521455,278.9000000655651,259.24419820193856,289.0428466796875,274.1111145019531,1126.299997717142,1512.6999985277653,308.01999986357987,3.06120228767395,92.64999389648438,33.21666717529297,,173.03623229606842,0.8287825498045532,2016,0.9295238370060748,5.0,1562.079055367901,16.37384678116947,1257.279940110058
1539,161006.93942642945,773.1874415434124,690.5584724401958,840.3428290610482,866.4511191129576,750.1093197634789,784.2091913571435,637.7885575688398,193.4999998807907,179.86286234986758,288.5714416503906,273.6000061035156,1162.4000000432134,1581.2999971956017,292.5000000204891,3.6647541522979736,94.18000030517578,34.81999969482422,,215.84074010752295,0.8308192643715452,2016,0.9295238370060748,6.0,1519.8557349103555,6.950300641800945,1298.2257036391031
1549,522861.894831415,834.4957763387134,787.0120878209226,914.1919118472364,878.6766767451293,756.2616132385308,861.084492745843,720.6782111781841,193.4999998807907,179.86286234986758,288.5714416503906,273.6000061035156,1162.4000000432134,1581.2999971956017,292.5000000204891,3.6647541522979736,94.18000030517578,34.81999969482422,,216.5118419358828,0.8652369849555045,2016,0.9295238370060748,7.0,1519.7988229039813,7.453520495651198,1304.6694332625823
1550,555126.7234619623,832.3675633194989,780.2286028117486,909.0828496187728,887.1946215551516,756.9870442627542,850.0803402776821,717.8848184863986,193.4999998807907,179.86286234986758,288.5714416503906,273.6000061035156,1162.4000000432134,1581.2999971956017,292.5000000204891,3.6647541522979736,94.18000030517578,34.81999969482422,,216.1348788700606,0.8616703035164559,2016,0.9295238370060748,6.0,1520.0,7.761390750196955,1306.6073050753964
1551,236931.912947986,770.948849077324,700.4208888697484,793.910736202924,835.3760793264565,785.7572834348957,768.7294201244595,656.1832647875799,194.1000008881092,180.4205775883978,288.25,273.7416687011719,1176.300001464784,1609.400001861155,293.4800003822893,3.9071037769317623,94.4499969482422,35.05000305175781,,219.93913431834176,0.7623736548854622,2016,0.9295238370060748,7.0,1459.666404671366,8.129104680670546,1310.5692642324136
1552,245070.34109621576,754.4559542890444,657.9669032701236,792.9662059490848,837.5212032892681,786.7500988738788,737.040017901376,613.6124560271434,194.1000008881092,180.4205775883978,288.25,273.7416687011719,1176.300001464784,1609.400001861155,293.4800003822893,3.9071037769317623,94.4499969482422,35.05000305175781,,220.42728237055687,0.7414679672717994,2016,0.9295238370060748,7.0,1520.034478009835,8.600433198182005,1311.4051398415795
1557,525051.6805307053,517.9237123349757,394.703353362866,539.648269711545,677.9258273237472,609.934048743403,515.1906168218834,391.5415430050147,251.10000002384183,233.4034354943869,288.4849853515625,273.75750732421875,1126.2000003829598,1512.5000023916364,302.45999972335994,3.12841534614563,92.4250030517578,34.20000076293945,,202.23995845295343,0.7271627071225802,2016,0.9295238370060748,7.0,937.61936707318,7.981249406757967,1311.960626352418
1335,506448.743198648,848.5329933378347,859.9343560075387,856.0450829998881,940.2105775486835,771.9818831450251,808.4850630436317,819.1049013777881,218.09999963641167,202.7291485130609,289.0800170898437,273.3499755859375,1160.4999983981252,1579.2000007778406,310.6799993850291,3.388251304626465,94.3800048828125,33.099998474121094,,201.6379979265894,0.8464340989790125,2016,0.9295238370060748,5.0,1603.181082468758,7.000945292340774,1255.3847301164997
1451,514489.872250655,673.6108041039843,667.6654674287308,559.2382563545489,4.048654259805463,662.7216854442079,781.5270650727763,675.988838117828,214.2708709860547,199.1698821575912,289.3279369229532,274.0463571255965,1151.2083459705905,1556.9437839826087,316.06365976943795,3.146500232161089,93.08476914747088,33.28271296690062,,178.69180376720433,0.7317077888304327,2016,0.9295238370060748,5.0,1712.7345507938394,8.497183687099502,1250.455006602387
1556,481744.6351535916,627.9203994900124,560.611336591585,624.0589513387158,776.7928994712369,683.3902943051421,602.9928867403315,496.9451444963875,251.10000002384183,233.4034354943869,288.4849853515625,273.75750732421875,1126.2000003829598,1512.5000023916364,302.45999972335994,3.12841534614563,92.4250030517578,34.20000076293945,,194.9769207652436,0.7322977068386353,2016,0.9295238370060748,5.0,1296.1006724452639,13.099353071824138,1306.3810452273049
1558,177617.25657443306,563.9726890150757,442.607442423544,544.2473697864126,731.110244732064,655.7270342720437,555.1810451676134,415.04067102873785,251.10000002384183,233.4034354943869,288.4849853515625,273.75750732421875,1126.2000003829598,1512.5000023916364,302.45999972335994,3.12841534614563,92.4250030517578,34.20000076293945,,198.24884403394407,0.7065722415668217,2016,0.9295238370060748,7.0,856.4390676152916,6.6447882592479335,1301.8037924525588
1605,140050.57720183095,732.6819593089091,691.4226540526719,762.4709792891844,869.5203172912728,726.0147021222195,733.7498082331884,657.9781203199765,232.59999978542328,216.2072442881588,288.79998779296875,273.6111145019531,1131.799998730421,1520.5999961271882,304.1599991004914,3.1598360538482666,94.07500457763672,34.17499923706055,,185.7560433897789,0.845549009078762,2016,0.9295238370060748,5.0,1283.235607640046,10.134203522874838,1264.6549721486622
1606,152981.4923652253,753.9594630693199,732.5797382129023,764.6302090289837,857.6732469703302,726.8538967543737,779.3644316815811,689.5287331374383,232.59999978542328,216.2072442881588,288.79998779296875,273.6111145019531,1131.799998730421,1520.5999961271882,304.1599991004914,3.1598360538482666,94.07500457763672,34.17499923706055,,181.4586010696091,0.8494181100732376,2016,0.9295238370060748,5.0,1293.6825561523438,10.233153343200684,1263.137005767784
1692,476131.81820094027,801.8790682919222,775.0680445851991,831.8326603255166,859.754719418651,757.0079631790346,845.3182475629229,675.0459563073647,214.69999927282333,199.5687671292762,289.375,273.8499755859375,1152.099998190999,1556.6999981328845,318.0599998533726,3.0806009769439697,92.33333587646484,33.233333587646484,,189.9999514677876,0.8263634676678334,2016,0.9295238370060748,7.0,1621.6976439707546,8.039675054299169,1258.0571608310397
15,241159.81643217197,836.8860846633696,759.4994969339451,891.447273381981,837.3849143728622,768.9230467798475,957.2505692589574,735.2859321549234,267.3000020980835,229.9708582557518,286.57501220703125,272.3499755859375,1112.899996869266,1488.500002965331,303.68999892659485,3.133424758911133,97.0500030517578,35.17499923706055,,227.21899221825043,0.8336525357761536,2017,0.8603473866467308,6.0,1567.0847080550175,10.653082416987656,1258.6019699216265
533,35025.429939066824,897.1122441547093,903.876393036638,930.5593998106198,908.2287857819211,750.954912957972,970.733920897371,899.1650520795396,205.5000006258488,176.80138849435053,286.57501220703125,272.3571472167969,1178.200001142919,1610.5000044703484,307.0099989268929,3.9819178581237793,94.6999969482422,34.66666793823242,,244.011727069238,0.7865440651380412,2017,0.8603473866467308,6.0,1520.0,7.379270104840492,1312.1712045306028
999,486539.6996350685,808.6962146621946,745.7675405571904,842.5759989890315,835.3589385845313,738.884481115434,788.456041323314,841.9789960877644,286.700000166893,246.6615958952037,287.1000061035156,272.3999938964844,1123.7999984249473,1506.2999987453222,312.150000249967,3.063013792037964,98.5999984741211,35.133331298828125,,250.21730514453387,0.7366949471075472,2017,0.8603473866467308,5.0,1548.6680581514295,8.335219800189556,1255.6776241334478
1075,541044.8893508747,754.8133028629819,746.1965148353709,776.4396341665363,778.4458106338149,691.9351322195565,758.1946364612751,772.2383547903269,284.3523823707044,244.64182905940672,287.0804474006473,272.3686856431748,1124.113014450999,1506.5347591513057,310.506668280637,3.089598605171552,98.91301533391564,35.20115390706528,,250.21964868289348,0.7554036222304265,2017,0.8603473866467308,5.0,1579.9293579428304,7.126173212413442,1256.5688982898466
1087,253510.1103783565,713.401205207787,698.9573239550161,704.5656918860088,799.1546716917251,723.4199584828082,702.8509814986495,655.7048147849567,313.6000003516674,269.8049407549709,286.57501220703125,272.0666809082031,1110.300000101328,1485.899996690452,299.44999942183495,3.1879451274871826,99.5999984741211,34.68000030517578,,237.6808644247052,0.6869327688749685,2017,0.8603473866467308,3.0,1630.3696014383092,8.44405626801338,1257.8722921914348
1101,527843.5443314362,812.3141296730392,837.9687827747036,840.1747516976396,904.2794686925388,695.9142360020305,808.749058746768,767.516758899012,214.73457962547496,184.7463344034617,286.5592113989076,272.2780509442269,1171.671419526063,1597.6093159693555,299.3541785398271,4.097251356224484,95.64822782570556,35.7791818847531,,248.17321870889967,0.8463371912974925,2017,0.8603473866467308,7.0,1303.4934034963767,7.773082084842143,1315.356236076411
1102,463247.1122324317,838.092385468123,831.9858910604836,879.1261433913219,908.2961141522836,709.6199397533966,862.5118042591158,800.221579738638,205.5000006258488,176.80138849435053,286.57501220703125,272.3571472167969,1178.200001142919,1610.5000044703484,307.0099989268929,3.9819178581237793,94.6999969482422,34.66666793823242,,244.01203853970037,0.8376186486863455,2017,0.8603473866467308,7.0,1520.0,8.037529178232473,1312.3804514839264
1113,521451.4070616471,717.1465553687476,675.4926506012254,696.9434514153124,707.6230321445078,638.7552428988585,764.2409324641872,757.8271293592503,278.90000078082085,239.9508868075504,287.3666687011719,272.6285705566406,1121.1999995708466,1498.3000001087785,313.98000061511993,2.99780821800232,96.64999389648438,34.79999923706055,,245.77067736634575,0.6266527347837542,2017,0.8603473866467308,5.0,1503.0997186923996,7.385126758023878,1250.4141347586433
1210,232631.8247771436,777.5514373155537,816.8439392283312,821.0770685320797,861.901387035376,685.1262214449663,844.0982402448354,722.8565854191713,210.8823475770049,181.4320766278023,286.61951813367904,272.3365715344573,1176.3324062073152,1605.2499320859,300.8397352408776,4.121333252967987,95.52762409876914,35.76357341711737,,250.0657288003337,0.8314507834822612,2017,0.8603473866467308,7.0,1429.2544056039997,8.218395735830493,1317.792370375239
1211,390655.0610428705,703.8016885075707,720.0444261620734,753.4766540648897,682.6109253357015,630.3019594784295,753.9318851083559,701.9901014018657,228.10000070929527,196.24523950435963,286.3499755859375,272.07501220703125,1155.5000028312206,1571.099996060133,294.20000023394823,4.013698577880859,96.06666564941406,35.833335876464844,,250.56395424377408,0.7599493246103386,2017,0.8603473866467308,7.0,1027.2331119866133,6.640626956651105,1316.106787495756
1254,535213.1855490814,818.8045059845109,768.3387917945864,860.4810406678512,852.1475556662465,724.6066507335154,801.0590021504966,800.1330050912649,284.30000069737434,244.59676262364977,287.29998779296875,272.6000061035156,1125.9999997615814,1506.300000809133,315.58000046014786,3.002739667892456,95.85000610351562,34.133331298828125,,253.41890817727165,0.7208043764034573,2017,0.8603473866467308,5.0,1675.6293493350408,6.68931362742253,1250.6975928720271
1310,496627.54013356497,760.3245761362524,756.706549150732,733.9488435877283,799.442538919449,676.8999214163547,691.2283548282714,821.082353605859,277.3155645289862,238.587721218975,286.58990176344633,271.95921927619577,1129.8949373666276,1525.3568833666252,305.5098514892377,3.339961049283616,97.2514753501407,34.28350084227681,,257.4888598779235,0.8352166026552239,2017,0.8603473866467308,5.0,1614.414264414445,6.977571789445949,1255.6407651294903
1312,153628.6730082582,695.6150460117607,676.018537590113,679.2130327896078,789.85224743364,687.9465466263573,630.2139297697747,707.94594863958,278.49999967217445,239.60674689907069,286.6333312988281,271.8999938964844,1121.8999994397163,1509.8999997973442,303.5199998766184,3.278630018234253,98.125,34.54999923706055,,257.1531064322729,0.7869577867020001,2017,0.8603473866467308,5.0,1574.0267944335938,8.037225723266602,1256.016946055058
