Field_ID,area_m2,annual_et_mm,annual_precip_mm,annual_precip_eff_mm,YEAR,eff_factor
15,241159.81643199877,869.4756357166311,228.9999998807907,212.86095856358324,2016,0.9295238370060748
533,35025.42993927871,869.421589336441,196.00000086426732,182.18667285654772,2016,0.9295238370060748
999,486539.6996350296,828.9404318728699,211.800000756979,196.87314938151664,2016,0.9295238370060748
1075,541044.8893507316,637.9293314975419,210.86095239313624,196.0002815432213,2016,0.9295238370060748
1087,253510.1103784973,723.8030754967948,281.6999997496605,261.8468646519147,2016,0.9295238370060748
1101,527843.5443312153,861.861593484933,200.1653693767801,186.05848217884463,2016,0.9295238370060748
1102,463247.11223230575,894.6059629819313,196.00000086426732,182.18667285654772,2016,0.9295238370060748
1113,521451.4070615489,690.9701599661781,214.0999993681908,199.0110529157189,2016,0.9295238370060748
1210,232631.82477706476,725.0796480489669,196.2067223441563,182.3788253997244,2016,0.9295238370060748
1211,390655.0610432642,752.0961391549624,213.9000000655651,198.8251487965437,2016,0.9295238370060748
1254,535213.185549038,869.8379847597334,214.00000128149983,198.91810231048467,2016,0.9295238370060748
1310,496627.540133544,837.0050231898799,218.53400799785948,203.13256963048497,2016,0.9295238370060748
1312,153628.673008264,791.4743696222716,219.60000002384183,204.1234346286956,2016,0.9295238370060748
1313,149712.90810946818,813.2889912168497,219.60000002384183,204.1234346286956,2016,0.9295238370060748
1329,394752.3713623936,665.8133530563069,231.5000001490116,215.18476840541612,2016,0.9295238370060748
1360,487480.6178936727,779.1907673093275,235.0000005364418,218.438102195063,2016,0.9295238370060748
1422,475512.896158595,836.3428122612777,210.5999990105629,195.757719153774,2016,0.9295238370060748
1431,499933.3844562105,829.834110582707,210.5999990105629,195.757719153774,2016,0.9295238370060748
1439,306897.0254731336,769.9776111927346,211.800000756979,196.87314938151664,2016,0.9295238370060748
1446,570321.9005317074,849.0668502652891,214.05925185067107,198.97317712688545,2016,0.9295238370060748
1448,63942.51948873101,652.4127615146768,215.0000002682209,199.84762520562376,2016,0.9295238370060748
1452,512318.832772656,815.8761692182192,214.00000128149983,198.91810231048467,2016,0.9295238370060748
1460,533087.5597067176,782.1054808338939,211.800000756979,196.87314938151664,2016,0.9295238370060748
1483,406944.8801565224,730.3269538686534,226.52381794796975,210.5592884322629,2016,0.9295238370060748
1508,501505.0026189996,816.97683692169,278.97515184737586,259.3140535745288,2016,0.9295238370060748
1509,792253.5991436117,752.2594356895411,278.9000000655651,259.24419820193856,2016,0.9295238370060748
1539,161006.93942595556,773.1874415434124,193.4999998807907,179.86286234986758,2016,0.9295238370060748
1549,522861.8948313869,834.4957763387134,193.4999998807907,179.86286234986758,2016,0.9295238370060748
1550,555126.7234621331,832.3675633194989,193.4999998807907,179.86286234986758,2016,0.9295238370060748
1551,236931.9129480948,770.948849077324,194.1000008881092,180.4205775883978,2016,0.9295238370060748
1552,245070.3410962469,754.4559542890444,194.1000008881092,180.4205775883978,2016,0.9295238370060748
1557,525051.6805308663,517.9237123349757,251.10000002384183,233.4034354943869,2016,0.9295238370060748
1335,506448.7431986319,848.5329933378347,218.09999963641167,202.7291485130609,2016,0.9295238370060748
1451,514489.87225052726,673.6108041039843,214.2708709860547,199.1698821575912,2016,0.9295238370060748
1556,481744.6351534648,627.9203994900124,251.10000002384183,233.4034354943869,2016,0.9295238370060748
1558,177617.25657445806,563.9726890150757,251.10000002384183,233.4034354943869,2016,0.9295238370060748
1605,140050.57720185028,732.6819593089091,232.59999978542328,216.2072442881588,2016,0.9295238370060748
1606,152981.49236523503,753.9594630693199,232.59999978542328,216.2072442881588,2016,0.9295238370060748
1692,476131.8182009672,801.8790682919222,214.69999927282333,199.5687671292762,2016,0.9295238370060748
15,241159.81643199877,836.8860846633696,267.3000020980835,229.9708582557518,2017,0.8603473866467308
533,35025.42993927871,897.1122441547093,205.5000006258488,176.80138849435053,2017,0.8603473866467308
999,486539.6996350296,808.6962146621946,286.700000166893,246.6615958952037,2017,0.8603473866467308
1075,541044.8893507316,754.8133028629819,284.3523823707044,244.64182905940672,2017,0.8603473866467308
1087,253510.1103784973,713.401205207787,313.6000003516674,269.8049407549709,2017,0.8603473866467308
1101,527843.5443312153,812.3141296730392,214.73457962547496,184.7463344034617,2017,0.8603473866467308
1102,463247.11223230575,838.092385468123,205.5000006258488,176.80138849435053,2017,0.8603473866467308
1113,521451.4070615489,717.1465553687476,278.90000078082085,239.9508868075504,2017,0.8603473866467308
1210,232631.82477706476,777.5514373155537,210.8823475770049,181.4320766278023,2017,0.8603473866467308
1211,390655.0610432642,703.8016885075707,228.10000070929527,196.24523950435963,2017,0.8603473866467308
1254,535213.185549038,818.8045059845109,284.30000069737434,244.59676262364977,2017,0.8603473866467308
1310,496627.540133544,760.3245761362524,277.3155645289862,238.587721218975,2017,0.8603473866467308
1312,153628.673008264,695.6150460117607,278.49999967217445,239.60674689907069,2017,0.8603473866467308
1313,149712.90810946818,736.3854523748612,278.49999967217445,239.60674689907069,2017,0.8603473866467308
1329,394752.3713623936,777.9672051727588,296.6000007092953,255.1790354896607,2017,0.8603473866467308
1360,487480.6178936727,706.3960443320282,290.30000177025795,249.7588478665828,2017,0.8603473866467308
1422,475512.896158595,821.1467189567795,283.6999997794628,244.08055340193891,2017,0.8603473866467308
1431,499933.3844562105,776.0346255637407,283.6999997794628,244.08055340193891,2017,0.8603473866467308
1439,306897.0254731336,648.9265226392416,286.700000166893,246.6615958952037,2017,0.8603473866467308
1446,570321.9005317074,776.8709942629172,288.0414305234983,247.8156919968785,2017,0.8603473866467308
1448,63942.51948873101,648.1741958800145,288.59999990463257,248.2962557041974,2017,0.8603473866467308
1452,512318.832772656,783.010589901558,284.30000069737434,244.59676262364977,2017,0.8603473866467308
1460,533087.5597067176,702.3389134402926,286.700000166893,246.6615958952037,2017,0.8603473866467308
1483,406944.8801565224,774.6738088934277,296.89188077170513,255.43015373856943,2017,0.8603473866467308
1508,501505.0026189996,708.1230484146719,351.8928352900562,302.75008122151115,2017,0.8603473866467308
1509,792253.5991436117,741.0493698738443,351.800000756979,302.6702112735848,2017,0.8603473866467308
1539,161006.93942595556,655.7140977473408,213.1999993622303,183.42606228437955,2017,0.8603473866467308
1549,522861.8948313869,809.005450987474,213.1999993622303,183.42606228437955,2017,0.8603473866467308
1550,555126.7234621331,768.6178172409199,213.1999993622303,183.42606228437955,2017,0.8603473866467308
1551,236931.9129480948,735.4478801059406,214.9999991953373,184.97468743675768,2017,0.8603473866467308
1552,245070.3410962469,719.1073354010114,214.9999991953373,184.97468743675768,2017,0.8603473866467308
1557,525051.6805308663,616.1760357120229,293.29999965429306,252.33988820605808,2017,0.8603473866467308
1335,506448.7431986319,748.0094943406871,282.20000046491623,242.7900329116969,2017,0.8603473866467308
1451,514489.87225052726,734.2843888122056,285.4647413924372,245.59884423676715,2017,0.8603473866467308
1556,481744.6351534648,521.5780705482362,293.29999965429306,252.33988820605808,2017,0.8603473866467308
1558,177617.25657445806,626.8400686017357,293.29999965429306,252.33988820605808,2017,0.8603473866467308
1605,140050.57720185028,706.6398071373783,271.39999893307686,233.49827981799825,2017,0.8603473866467308
1606,152981.49236523503,726.7865967677307,271.39999893307686,233.49827981799825,2017,0.8603473866467308
1692,476131.8182009672,704.6706115140792,246.9999994933605,212.50580406585652,2017,0.8603473866467308
15,241159.81643199877,859.2848095233056,194.69999986886975,191.12093224498776,2018,0.9816175263159092
533,35025.42993927871,888.3753368781412,141.30000030994415,138.70255677268457,2018,0.9816175263159092
999,486539.6996350296,680.1585482079017,196.7000003755093,193.0841677949458,2018,0.9816175263159092
1075,541044.8893507316,774.487932511012,193.8046049637203,190.24199691311904,2018,0.9816175263159092
1087,253510.1103784973,558.212574065863,232.6999993622303,228.4223977476661,2018,0.9816175263159092
1101,527843.5443312153,826.9570237548637,141.0051587340362,138.41313511428535,2018,0.9816175263159092
1102,463247.11223230575,865.4115658059225,141.30000030994415,138.70255677268457,2018,0.9816175263159092
1113,521451.4070615489,817.3212154283297,188.6000005304813,185.13306598391023,2018,0.9816175263159092
1210,232631.82477706476,818.1733959995627,138.15323021329417,135.6136320945256,2018,0.9816175263159092
1211,390655.0610432642,824.0706940118705,150.90000024437904,148.12608496095746,2018,0.9816175263159092
1254,535213.185549038,817.2091250017962,190.99999931454656,187.4889468534856,2018,0.9816175263159092
1310,496627.540133544,824.160177095692,187.3690287936921,183.92472255268083,2018,0.9816175263159092
1312,153628.673008264,641.6344307498088,191.1000006198883,187.58710988746347,2018,0.9816175263159092
1313,149712.90810946818,663.2775816491855,191.1000006198883,187.58710988746347,2018,0.9816175263159092
1329,394752.3713623936,851.8322664410148,196.00000095367432,192.3970360940616,2018,0.9816175263159092
1360,487480.6178936727,622.8991246943255,212.60000011324885,208.6918862059293,2018,0.9816175263159092
1422,475512.896158595,827.2117426809979,192.9999997317791,189.4521823156801,2018,0.9816175263159092
1431,499933.3844562105,808.4136690095066,192.9999997317791,189.4521823156801,2018,0.9816175263159092
1439,306897.0254731336,683.748238613597,196.7000003755093,193.0841677949458,2018,0.9816175263159092
1446,570321.9005317074,725.6600250688488,194.72315489527475,191.1436616247297,2018,0.9816175263159092
1448,63942.51948873101,574.1676103280729,193.89999970793724,190.3356380659609,2018,0.9816175263159092
1452,512318.832772656,858.6942541276097,190.99999931454656,187.4889468534856,2018,0.9816175263159092
1460,533087.5597067176,646.4111682198103,196.7000003755093,193.0841677949458,2018,0.9816175263159092
1483,406944.8801565224,715.2173745855233,193.99482591490792,190.4287211326758,2018,0.9816175263159092
1508,501505.0026189996,699.8983486388806,232.14146223787168,227.87412791729457,2018,0.9816175263159092
1509,792253.5991436117,731.6534095512151,232.00000008940697,227.7352661930544,2018,0.9816175263159092
1539,161006.93942595556,733.3586975475976,135.4999998211861,133.0091746402788,2018,0.9816175263159092
1549,522861.8948313869,828.7565209328651,135.4999998211861,133.0091746402788,2018,0.9816175263159092
1550,555126.7234621331,803.4971482671291,135.4999998211861,133.0091746402788,2018,0.9816175263159092
1551,236931.9129480948,765.3621692039361,133.2999995648861,130.84961583079524,2018,0.9816175263159092
1552,245070.3410962469,725.1063882933327,133.2999995648861,130.84961583079524,2018,0.9816175263159092
1557,525051.6805308663,648.4037096058911,212.5999986231327,208.6918847432052,2018,0.9816175263159092
1335,506448.7431986319,810.6518137012806,191.40000015497208,187.88159468898832,2018,0.9816175263159092
1451,514489.87225052726,770.9868299756324,191.7855223602671,188.2600300424899,2018,0.9816175263159092
1556,481744.6351534648,590.6146461963448,212.5999986231327,208.6918847432052,2018,0.9816175263159092
1558,177617.25657445806,536.357219035541,212.5999986231327,208.6918847432052,2018,0.9816175263159092
1605,140050.57720185028,752.3558278847205,196.9999996125698,193.37865230392583,2018,0.9816175263159092
1606,152981.49236523503,763.5748130092156,196.9999996125698,193.37865230392583,2018,0.9816175263159092
1692,476131.8182009672,775.8001623821789,163.6000004708767,160.59262776750356,2018,0.9816175263159092
